Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Number_7
34,21,3,80,20,75,22
23,16,95,57,40,79,18
7,54,30,67,16,26,9
88,66,93,3,5,99,11
22,69,65,91,40,25,54
71,62,74,16,38,56,28
9,75,36,53,91,69,76
69,83,56,55,14,36,77
23,35,55,24,8,77,42
17,2,81,20,22,45,22
14,19,20,61,59,3,54
1,77,26,29,80,75,76
99,29,92,13,90,52,25
98,38,69,98,34,69,15
82,69,60,72,28,95,88
46,14,33,31,24,51,87
30,83,52,47,44,81,63
77,76,26,8,16,74,90
31,50,23,19,88,9,28
88,61,5,37,63,10,35
32,7,10,91,34,60,42
61,91,78,6,51,85,11
27,90,11,50,55,53,90
54,62,68,43,61,47,26
25,8,98,17,72,99,90
57,58,69,31,53,21,85
29,14,68,40,48,71,89
83,17,19,46,60,44,30
20,74,95,56,41,29,27
55,74,28,42,94,72,5
6,12,74,16,98,38,89
42,35,22,61,72,31,61
78,3,96,27,57,98,48
50,43,35,25,49,89,16
24,14,36,71,39,12,51
26,46,49,62,55,35,34
51,4,29,34,65,30,35
98,10,77,80,26,27,84
67,1,54,91,96,73,91
43,77,8,75,6,62,37
31,92,66,82,30,29,50
10,42,72,97,94,38,73
88,52,57,77,55,69,13
51,27,46,23,89,66,99
27,80,67,11,42,80,5
82,9,22,99,73,97,88
3,56,82,17,30,61,46
40,32,99,7,66,43,53
75,38,80,29,94,90,46
63,54,84,22,39,47,87
37,88,69,25,69,40,75
26,56,42,10,75,76,60
80,14,92,47,37,19,31
50,95,77,74,82,88,66
89,44,95,39,8,41,84
20,36,91,2,12,72,83
11,12,58,65,66,82,90
98,74,15,26,81,82,73
9,71,23,69,11,67,1
9,89,59,62,91,85,77
5,58,62,12,92,12,61
28,32,22,21,95,1,73
55,23,38,97,33,46,35
87,67,68,17,15,84,21
6,22,6,1,44,39,43
10,3,12,17,19,50,24
49,82,63,81,94,56,6
39,15,51,15,45,28,2
9,8,79,29,89,78,98
85,69,90,55,65,3,52
1,21,5,83,96,19,67
2,58,4,8,95,80,67
38,89,66,74,99,25,80
64,42,66,17,69,67,55
45,71,75,2,61,58,40
29,16,58,74,66,38,13
42,32,28,13,53,63,10
3,88,50,38,49,57,4
33,28,84,55,71,61,97
16,36,54,66,19,62,34
47,84,64,26,69,31,58
60,53,62,17,27,61,46
81,8,11,75,29,5,51
84,97,40,99,26,27,21
12,40,27,92,9,45,33
96,2,64,2,47,83,41
23,56,12,54,80,81,54
56,29,39,99,50,69,76
86,71,34,77,53,39,12
28,12,66,52,17,14,82
11,45,51,58,56,62,94
87,89,65,90,64,65,92
16,79,70,49,36,86,59
46,95,95,20,67,66,9
98,77,65,78,34,46,48
85,78,72,86,27,39,49
35,96,96,76,1,69,72
81,77,14,63,55,14,10
55,2,47,96,52,54,15
86,84,16,71,53,69,67
97,35,34,14,95,7,61
50,21,3,9,12,9,19
71,34,86,12,86,67,11
68,76,85,2,63,20,74
9,79,21,33,96,68,24
27,19,68,32,42,43,38
85,9,26,32,16,74,93
37,62,67,22,95,46,57
22,29,7,50,74,67,7
37,17,8,10,21,59,20
8,84,48,59,23,70,25
6,67,92,96,18,48,19
52,39,91,65,47,38,35
60,4,87,99,57,96,94
13,96,85,91,4,10,35
12,60,68,63,94,69,62
60,34,39,4,47,3,5
85,56,7,70,88,33,63
60,69,37,35,3,58,96
77,63,25,32,87,34,91
17,35,61,85,45,54,4
98,38,40,56,31,54,61
86,7,81,62,1,51,65
91,29,52,3,32,36,94
1,21,72,44,92,13,65
71,83,71,82,20,36,81
89,62,69,85,13,13,54
78,82,54,44,3,79,98
61,60,24,84,1,9,72
40,81,57,43,83,93,39
62,1,2,90,36,10,96
46,77,19,19,60,1,87
40,46,77,1,97,98,81
59,55,78,74,92,69,5
60,27,95,40,55,32,29
9,12,32,15,64,5,61
71,24,11,35,8,19,1
80,96,11,64,57,36,7
85,55,38,73,6,63,26
81,10,16,27,37,92,96
30,85,97,43,70,64,64
51,31,29,23,32,51,10
48,82,64,34,46,29,26
58,23,20,83,50,52,42
93,50,31,30,97,23,55
35,42,36,17,30,99,62
17,42,70,46,47,5,72
12,55,4,8,16,84,25
93,5,35,14,41,59,51
89,19,72,60,90,37,30
10,48,76,6,11,7,58
99,59,66,49,53,32,32
12,51,76,20,79,30,86
10,75,61,87,58,56,18
33,93,5,25,81,76,32
48,87,85,86,60,46,59
25,20,29,40,47,57,23
3,84,74,51,37,37,89
6,24,44,62,12,64,23
98,9,71,50,2,89,5
64,58,8,28,58,91,33
58,82,16,62,92,91,19
62,49,35,51,95,87,78
95,36,17,97,86,23,63
78,52,23,31,52,63,15
99,14,98,2,99,62,97
50,67,91,80,47,73,51
40,81,81,42,89,85,73
25,26,71,19,63,13,60
42,19,32,54,76,66,95
29,88,54,24,57,48,77
11,35,50,63,68,34,99
49,32,3,80,49,56,33
53,13,27,47,1,47,13
59,13,61,6,4,53,72
42,52,27,22,81,16,87
1,54,31,29,56,57,97
24,11,72,70,16,63,14
17,18,61,46,55,11,20
36,8,86,20,32,48,84
20,91,22,40,50,38,1
28,92,33,70,85,11,17
52,23,81,90,33,50,99
31,42,86,52,73,40,46
46,17,68,9,86,59,15
16,77,91,78,59,15,3
57,78,69,91,12,12,94
46,19,91,17,80,94,55
82,50,86,98,97,65,59
86,65,2,82,80,13,26
21,88,57,13,41,16,36
40,42,57,6,51,35,98
38,51,49,1,66,6,85
79,44,91,49,90,42,14
10,33,97,59,2,18,31
89,9,38,42,71,95,29
70,94,53,81,76,58,27
68,65,60,76,59,25,63
98,97,38,7,92,54,56
9,52,84,77,87,11,75
27,69,65,35,42,90,51
39,49,57,51,34,28,14
14,99,17,76,4,97,50
19,40,96,16,84,39,45
9,48,45,86,41,94,52
53,37,55,16,20,25,78
22,3,83,69,59,61,32
44,40,78,48,18,77,6
42,74,41,48,81,50,68
86,95,56,40,97,67,4
74,51,91,61,65,66,67
56,38,68,83,49,86,91
77,65,89,2,24,89,15
32,76,69,39,44,20,29
25,17,36,85,86,96,23
52,44,22,17,37,20,77
44,25,72,38,25,3,97
33,11,30,96,29,33,43
48,68,60,5,42,27,24
12,43,50,39,44,65,10
22,66,75,19,31,28,54
73,32,7,86,96,46,28
25,15,70,38,8,54,89
69,27,76,86,75,46,36
84,23,7,66,58,80,72
29,16,10,19,9,52,29
42,30,63,3,94,82,84
15,19,68,60,39,50,49
8,21,4,1,28,67,75
40,58,30,97,10,39,77
54,64,87,82,13,59,9
3,5,27,70,41,78,39
83,50,1,89,48,28,89
89,45,17,79,39,63,33
38,49,49,65,23,16,93
71,31,90,24,29,67,86
57,87,13,90,92,52,24
45,95,36,41,15,69,10
94,79,88,27,26,30,26
88,22,74,20,92,78,13
48,69,89,13,93,78,4
91,96,92,43,66,90,88
51,39,56,48,12,11,27
29,11,86,47,86,91,18
63,97,97,46,42,69,35
6,40,9,81,32,84,67
75,83,53,51,73,94,74
67,75,79,60,98,6,31
77,2,44,15,13,10,85
36,63,42,70,22,90,25
56,43,25,88,70,58,61
95,90,17,68,54,40,10
56,1,36,14,67,50,42
47,29,7,16,46,58,26
9,29,99,71,9,80,53
71,4,95,54,8,8,38
80,42,27,90,63,8,67
9,15,48,92,78,21,89
26,62,73,81,67,11,63
9,18,53,68,54,87,31
32,53,29,23,99,50,61
25,7,77,43,59,63,71
77,58,98,93,37,42,77
98,23,23,45,50,49,81
11,8,69,46,49,90,94
94,29,25,93,39,26,35
37,32,49,6,28,1,12
57,75,99,93,92,22,37
2,29,64,22,23,93,33
71,82,79,13,18,51,83
26,93,81,21,19,92,38
63,32,41,98,54,23,35
55,70,7,47,92,50,42
67,44,37,77,15,92,67
28,13,99,17,85,16,96
74,38,61,76,55,6,73
82,56,41,76,85,72,30
16,77,53,57,39,69,42
39,91,49,86,93,68,33
1,24,58,91,33,90,22
96,19,41,13,11,88,88
87,55,22,71,14,47,14
74,68,92,55,95,1,99
46,2,3,87,64,79,48
46,69,22,82,42,29,36
88,71,69,63,88,43,76
2,71,4,86,2,68,48
8,29,72,20,3,68,82
18,3,95,43,28,70,4
5,68,6,15,39,69,31
50,26,18,88,7,6,50
53,4,18,8,94,61,25
45,30,2,49,89,9,40
56,59,34,44,71,66,94
45,45,23,4,25,33,40
94,5,87,27,63,95,39
39,60,98,51,82,63,45
89,88,26,20,54,91,84
49,22,62,27,29,69,89
39,81,97,54,90,95,20
95,99,72,25,3,29,8
59,35,62,40,78,2,14
21,77,18,36,22,54,26
16,46,82,19,97,75,90
15,82,20,42,44,82,78
51,52,11,33,82,89,66
41,21,27,89,16,86,19
68,53,74,15,35,81,87
61,7,53,69,68,83,64
14,24,2,88,76,25,89
2,64,11,44,44,64,23
71,52,58,48,4,51,8
62,87,27,99,75,85,22
63,15,88,65,57,69,87
15,33,6,87,53,49,70
82,76,32,5,12,77,49
44,58,9,94,56,72,12
2,59,31,60,25,20,83
2,35,64,60,54,15,14
85,38,49,24,60,22,48
73,45,19,30,15,20,56
12,61,33,53,78,50,20
77,80,20,27,98,19,44
5,19,78,57,80,41,6
5,4,67,8,21,79,53
20,2,78,31,49,78,71
97,55,42,70,55,45,7
26,38,99,53,37,68,29
65,34,10,86,94,30,58
30,14,82,15,16,41,85
23,17,21,37,73,69,68
74,60,90,59,40,32,9
37,49,57,9,86,35,25
30,5,68,85,35,43,33
89,61,54,3,40,58,63
90,13,77,55,95,48,51
36,88,17,28,47,84,70
13,84,34,17,24,11,5
59,91,32,26,52,88,11
21,9,36,96,2,81,89
49,15,13,91,19,71,17
20,19,25,78,76,89,22
85,10,51,3,10,82,25
95,28,36,58,23,66,6
81,72,8,72,89,29,14
91,61,53,30,63,21,42
80,11,83,79,84,32,84
75,7,63,63,95,19,80
90,28,57,13,2,42,79
47,38,71,72,30,33,63
83,32,13,52,28,79,61
34,97,17,82,28,3,82
57,47,61,33,21,89,98
79,45,81,85,7,59,27
5,66,80,25,3,77,93
84,7,80,62,70,78,41
86,65,42,78,87,63,20
93,97,1,86,55,9,56
87,45,85,20,37,86,8
2,46,36,90,47,21,9
76,90,58,57,67,4,87
83,55,3,4,64,45,89
63,94,60,88,15,1,56
46,68,72,4,56,88,3
13,59,70,84,97,15,50
16,45,78,52,56,91,35
35,48,11,17,53,97,96
36,56,77,17,18,4,75
79,31,92,36,55,80,60
81,53,19,13,71,94,24
73,51,44,67,28,19,83
25,23,28,15,48,62,53
51,58,10,92,13,36,2
3,71,65,66,69,56,55
50,26,93,38,3,2,38
30,97,44,41,40,15,90
29,82,31,8,47,20,39
68,16,16,40,1,79,48
60,50,86,2,98,94,85
47,40,65,20,37,35,64
42,97,39,19,29,55,28
30,77,96,59,78,60,6
61,90,68,53,80,93,74
71,26,56,30,43,96,22
94,59,38,72,96,44,51
34,92,11,34,21,11,17
93,32,54,63,17,24,58
97,56,40,4,6,32,2
71,73,63,24,91,44,37
21,23,38,84,92,42,62
71,36,23,15,27,23,2
67,52,82,20,49,8,73
77,69,48,41,35,2,95
36,82,61,3,93,95,16
81,97,65,86,90,90,10
40,55,70,2,68,75,82
21,51,44,94,51,63,61
6,73,49,85,94,24,59
84,27,57,33,85,29,36
48,55,1,84,61,79,7
80,37,17,26,97,5,72
79,59,66,26,28,36,3
92,62,6,58,89,11,38
44,8,3,82,93,55,89
75,80,11,71,70,95,52
42,29,47,82,29,52,77
23,93,36,15,90,43,55
81,88,43,30,18,38,94
58,77,51,90,2,66,79
22,52,28,81,63,78,81
67,19,82,19,50,76,73
80,31,93,86,82,16,56
14,95,84,33,66,63,91
60,20,50,23,78,2,2
38,44,51,83,3,3,97
86,32,5,25,73,80,79
43,55,28,54,96,71,24
25,66,75,51,84,63,73
34,44,70,57,57,48,85
49,67,49,75,9,40,58
68,78,87,89,99,60,37
63,77,98,45,1,85,31
41,81,38,19,47,48,25
99,28,2,86,69,71,10
25,63,11,38,69,29,83
28,89,97,75,81,77,78
43,65,52,25,68,46,54
53,46,14,86,31,39,11
1,52,30,16,59,63,13
37,28,51,69,79,87,63
76,38,55,63,61,4,88
3,10,97,29,11,98,93
81,27,20,46,77,12,79
31,78,29,15,83,26,16
98,24,13,38,94,81,41
48,59,6,95,10,3,22
75,77,15,37,38,78,79
88,56,22,85,81,71,31
14,68,56,27,32,44,99
11,86,60,10,23,93,10
19,25,65,51,15,51,86
54,24,43,49,76,75,7
44,41,43,7,18,28,51
30,52,47,46,59,75,3
3,36,51,59,76,41,14
3,35,88,86,6,16,63
3,35,41,34,47,83,49
30,33,6,45,15,79,86
94,81,46,60,47,79,74
74,30,25,78,36,13,42
48,14,23,50,2,43,29
72,80,53,4,25,12,89
94,86,73,98,39,47,2
50,16,29,55,91,9,97
93,18,32,98,75,39,27
24,11,48,67,41,45,69
86,72,58,74,17,63,5
10,90,19,49,36,70,83
64,27,68,16,94,27,92
55,31,63,48,19,3,41
20,29,97,93,5,56,79
59,19,24,6,37,79,57
83,23,64,88,34,98,74
22,4,37,94,73,77,87
4,79,58,67,36,88,96
34,24,3,7,32,57,2
98,94,71,25,68,8,29
41,10,45,90,90,1,30
51,76,80,24,13,21,61
27,67,2,45,27,76,74
62,51,10,19,59,59,80
56,19,47,45,72,23,1
87,12,95,14,72,40,22
88,50,85,12,39,99,55
83,3,61,87,43,79,34
88,42,63,23,74,26,67
36,28,64,66,85,10,38
12,84,40,62,83,71,99
73,32,5,59,11,69,90
64,60,13,22,8,18,63
54,88,63,42,28,89,17
50,35,58,89,56,23,64
28,84,66,88,16,23,13
47,24,20,54,15,27,87
2,35,43,32,57,61,88
6,40,13,22,17,72,38
56,42,28,26,97,25,46
35,63,25,73,73,32,68
88,95,57,45,7,91,22
31,18,27,85,51,74,84
90,81,71,41,39,14,25
72,23,88,56,84,47,23
81,68,87,38,71,43,19
66,23,54,77,90,77,10
63,44,53,31,90,94,84
20,86,28,58,37,82,6
38,54,93,74,25,28,67
32,59,5,33,34,54,18
81,25,84,65,19,25,54
93,68,41,12,34,81,97
40,73,72,23,42,20,34
68,97,52,45,97,96,37
89,93,32,46,73,97,47
64,26,38,71,51,53,57
62,43,5,62,99,83,11
86,87,99,73,22,90,82
62,58,2,33,10,58,46
33,15,16,1,38,39,32
88,10,64,19,45,14,40
52,87,47,25,89,64,97
74,59,94,56,12,94,28
57,53,88,46,75,45,73
14,65,72,57,79,35,14
23,42,57,8,9,18,65
49,42,57,67,72,81,96
18,80,2,59,47,68,42
66,30,93,47,31,5,83
85,26,85,65,13,31,49
63,89,17,34,12,81,61
60,13,95,42,42,46,92
2,87,39,88,20,15,51
32,85,3,27,69,19,54
37,70,69,23,81,12,10
64,88,56,15,9,51,29
15,72,68,91,20,70,53
15,82,53,64,38,18,28
70,87,94,54,56,63,60
21,72,69,97,5,35,15
53,73,54,79,8,49,90
35,63,96,67,54,36,58
83,2,16,86,5,38,60
87,47,79,62,3,51,24
62,12,49,62,56,24,6
71,42,27,53,34,85,47
32,10,19,58,11,89,58
16,70,64,50,19,5,21
95,5,28,23,64,21,45
47,88,17,11,24,38,73
98,94,53,17,24,11,43
30,12,99,98,13,66,97
88,18,22,68,34,85,89
54,25,5,14,27,56,74
19,92,65,66,29,87,54
55,45,6,7,54,56,40
81,23,6,43,47,17,81
81,90,76,46,7,58,36
87,24,76,84,3,79,42
18,10,24,98,10,57,5
45,78,40,35,90,60,15
67,39,25,6,13,36,12
86,89,47,85,97,76,88
13,72,20,98,23,54,7
92,58,94,97,23,38,7
4,86,37,68,44,71,55
78,26,36,73,42,41,76
8,51,44,4,83,40,36
8,52,33,40,91,63,42
96,3,17,48,93,19,85
60,65,3,87,9,59,48
33,94,67,50,54,4,81
58,82,56,61,51,16,66
56,13,46,78,26,83,91
84,44,60,5,58,77,35
35,13,50,86,48,38,15
83,92,50,27,73,57,23
77,84,76,6,26,72,26
2,21,26,84,7,38,8
25,37,21,58,68,18,54
98,69,63,42,74,99,13
9,86,19,92,66,38,62
72,15,90,14,13,38,3
5,34,87,18,98,83,78
59,93,65,72,47,29,72
60,10,42,92,69,4,96
44,63,31,29,57,78,45
14,72,12,41,34,35,90
25,33,46,9,19,99,59
55,21,7,42,91,81,35
61,28,47,24,30,65,20
36,12,77,11,27,93,92
64,30,97,62,90,32,42
65,57,53,12,96,71,67
66,98,66,29,72,10,49
45,67,30,81,45,10,58
87,67,98,44,59,51,25
10,22,18,56,29,4,81
10,81,43,31,68,13,45
5,59,89,57,74,61,22
90,9,77,45,96,52,83
66,82,87,23,48,74,81
76,4,36,41,5,36,15
21,38,59,57,89,41,11
76,37,57,70,59,8,77
42,26,78,62,2,25,87
31,4,3,71,78,4,19
4,47,77,90,36,43,95
60,98,89,49,30,53,91
72,59,89,21,79,83,70
17,53,23,75,3,4,46
48,52,60,37,19,3,90
67,80,37,88,4,40,64
42,12,80,55,36,13,29
37,46,29,88,96,70,79
92,14,78,50,6,26,62
14,40,53,47,85,31,77
12,39,36,59,12,97,94
74,47,73,15,99,1,44
80,14,60,58,49,79,54
12,43,64,3,74,46,32
75,98,67,69,67,54,35
86,31,85,64,86,46,41
84,98,77,71,92,97,93
80,76,97,1,77,63,9
15,49,3,71,62,72,42
37,55,4,88,7,99,33
77,11,70,91,31,74,52
47,76,55,96,91,47,81
41,9,49,52,73,87,83
74,74,26,6,73,6,89
66,72,6,87,28,6,13
72,56,45,56,57,22,31
98,67,62,92,91,41,16
11,52,58,95,28,22,3
40,37,13,53,69,68,28
4,27,32,69,40,40,48
56,5,44,69,90,39,80
20,30,20,41,73,28,46
62,46,49,58,12,87,16
46,22,92,7,50,64,92
84,65,67,64,89,47,99
90,93,13,91,17,58,13
35,75,40,67,74,27,35
6,89,80,5,81,49,48
51,41,25,89,30,44,12
13,62,41,51,54,92,2
24,80,29,86,70,6,73
73,95,14,70,86,70,89
87,91,90,89,21,50,74
4,99,64,79,53,7,8
65,92,48,18,65,49,72
31,32,41,28,95,33,21
66,89,76,33,42,43,80
55,58,48,45,89,8,58
50,80,59,27,32,57,67
17,65,83,57,38,34,33
31,9,16,72,64,51,68
45,94,40,22,31,28,25
1,16,89,91,86,67,12
70,19,23,23,64,86,69
25,48,76,74,41,66,44
47,25,84,76,81,69,65
26,93,77,33,26,89,35
17,72,84,16,70,12,26
51,13,39,4,85,84,78
56,85,17,96,92,50,24
13,77,15,50,49,65,27
31,92,2,18,93,18,61
39,92,25,45,91,68,45
86,67,27,45,45,89,66
48,97,79,80,1,4,25
62,63,62,61,93,54,46
7,26,91,67,46,23,30
92,53,91,24,66,65,12
30,38,83,89,17,36,42
79,68,14,48,99,85,26
85,49,72,92,25,39,22
72,51,28,90,6,19,25
93,81,58,11,76,95,51
47,38,6,86,6,83,56
82,10,85,67,15,75,71
11,98,91,11,72,95,95
73,88,59,56,34,98,95
64,67,50,56,78,82,85
60,52,77,93,55,32,49
12,36,17,84,80,8,87
28,78,57,57,50,72,56
97,86,70,61,55,87,65
50,42,9,13,90,73,57
29,46,51,81,10,87,75
62,46,50,49,73,53,51
23,76,46,72,36,11,17
20,40,45,93,19,45,3
87,3,66,18,84,93,41
21,13,93,62,92,14,9
75,57,44,80,45,55,47
1,55,1,19,17,8,94
61,56,64,89,46,19,63
5,26,61,63,27,24,51
89,59,71,31,55,76,2
25,74,82,36,97,67,23
54,65,28,72,6,45,42
90,94,48,87,13,55,28
66,5,3,40,72,25,62
83,48,16,43,12,56,24
6,16,26,7,87,78,9
66,16,9,26,76,16,91
80,73,76,68,10,73,80
36,55,24,85,57,58,8
62,82,79,65,65,20,25
48,94,56,67,18,99,64
36,70,41,64,65,51,60
8,67,47,92,3,49,55
72,24,52,99,52,11,49
76,16,44,76,39,21,60
87,2,34,74,83,20,29
60,40,78,4,58,28,52
66,93,31,84,80,17,34
28,14,49,55,53,4,23
73,40,67,78,59,50,50
69,68,93,40,42,33,93
78,79,59,4,91,52,4
72,25,81,37,14,13,76
50,41,36,31,7,90,73
58,87,39,86,72,59,60
12,17,59,81,30,73,49
19,15,2,30,8,27,72
86,51,55,86,40,27,73
65,21,84,67,81,15,49
98,83,58,30,81,66,46
83,73,54,98,33,51,74
94,20,92,61,36,77,48
74,41,6,20,94,48,8
46,21,47,29,11,44,50
87,94,21,99,82,96,32
18,13,40,55,76,64,38
85,5,84,13,30,94,97
58,93,94,20,40,1,77
14,53,93,77,17,8,25
43,81,41,48,74,81,84
30,61,91,77,72,35,76
95,8,38,1,8,68,47
85,29,55,67,12,20,95
14,52,27,19,93,96,27
27,92,54,56,8,37,3
34,97,87,1,37,14,81
87,70,28,91,74,32,76
25,91,30,11,42,19,55
34,34,20,62,83,73,46
45,25,71,41,97,74,62
42,15,62,64,16,27,25
41,13,74,22,57,78,26
7,19,12,26,54,55,59
83,23,19,99,22,99,15
29,21,85,10,43,74,88
94,58,33,82,29,46,69
91,40,25,65,63,80,37
65,53,40,64,8,55,46
94,38,82,60,11,14,67
45,80,43,59,69,77,35
58,80,56,46,86,34,18
14,92,84,62,32,66,65
21,52,79,39,16,47,52
82,67,89,84,84,10,27
87,37,70,92,90,36,74
4,25,13,19,73,95,29
23,32,92,30,45,3,18
39,65,93,21,46,50,77
45,76,26,91,11,15,73
68,13,1,24,39,21,81
60,45,54,18,62,46,34
24,51,72,86,43,6,81
21,43,4,61,48,17,42
50,12,58,65,77,25,91
64,99,18,20,80,65,96
15,68,58,96,17,84,72
88,85,51,19,34,86,95
34,44,55,96,76,56,68
97,99,37,3,42,84,66
59,93,22,21,91,78,87
28,72,25,90,60,15,2
9,88,31,13,17,20,55
34,95,40,99,19,56,89
92,17,53,7,45,3,69
42,51,61,91,15,68,34
61,61,16,32,2,75,15
12,46,65,23,6,22,46
75,17,35,6,66,89,27
87,56,13,52,51,35,3
5,85,68,55,76,47,26
81,62,18,44,83,91,51
59,99,63,97,71,16,80
88,55,71,87,48,28,47
95,90,66,62,2,32,98
48,70,42,98,97,47,63
85,48,66,9,53,21,19
75,70,43,72,73,48,85
72,77,36,18,79,15,22
47,52,97,52,36,2,89
88,36,99,45,27,51,12
39,40,26,74,62,10,73
38,29,92,51,33,37,5
50,8,34,29,9,81,98
4,15,38,90,98,76,49
53,80,60,61,75,15,39
69,85,48,16,11,50,7
19,7,69,31,99,6,5
27,75,94,10,2,59,84
52,27,45,85,32,90,75
66,30,21,66,75,15,42
77,98,48,58,8,34,99
33,60,51,60,18,32,58
75,38,7,61,55,7,71
21,96,10,29,59,22,56
38,79,66,61,8,96,74
29,17,65,28,89,65,38
83,55,19,14,15,28,34
78,70,51,80,72,30,40
12,66,32,19,80,13,86
7,19,61,87,72,70,61
85,82,26,63,91,76,29
79,98,16,40,95,69,8
34,59,97,91,76,73,64
63,66,55,2,87,24,7
18,87,51,52,39,88,13
41,25,86,87,72,34,24
97,42,26,15,28,45,12
3,54,54,35,71,53,57
90,56,81,71,80,75,81
48,56,18,93,30,13,60
45,49,53,1,99,94,13
36,63,73,41,26,40,5
89,40,72,98,22,33,18
39,5,82,15,67,99,42
96,68,24,55,86,67,45
62,50,98,51,79,7,85
22,21,72,22,96,54,62
3,40,38,47,81,68,57
59,17,62,42,36,1,17
76,28,50,48,22,75,45
94,4,69,1,97,93,49
19,32,86,8,66,85,29
16,56,88,87,30,23,70
36,74,22,33,26,57,3
18,58,68,86,73,53,27
58,61,86,39,23,35,34
67,37,22,25,50,48,23
97,5,56,40,84,1,37
38,87,64,64,55,93,76
50,29,39,70,36,77,69
82,6,64,16,33,23,94
39,45,54,77,50,60,51
79,9,53,34,22,7,21
1,54,52,61,66,97,2
57,59,13,16,29,24,26
1,73,17,7,31,68,83
34,12,90,2,40,75,33
66,94,63,28,25,15,90
1,41,55,46,86,23,96
17,41,81,40,12,13,18
50,94,34,12,99,87,94
9,94,69,99,73,57,74
41,83,24,67,25,87,93
9,19,87,53,89,13,47
99,11,34,60,68,15,15
22,58,68,6,64,19,64
45,9,9,67,89,69,96
26,59,31,50,28,39,21
60,92,33,81,25,28,91
56,29,28,3,75,14,24
34,62,91,64,66,51,26
27,31,64,68,20,77,5
90,73,54,65,16,28,43
49,94,38,23,96,74,35
79,38,22,95,37,48,57
83,68,44,23,13,83,42
81,56,94,79,82,99,68
25,96,66,42,50,37,95
30,99,81,80,13,26,40
72,33,22,72,40,15,58
84,38,96,2,18,38,18
79,72,4,99,72,98,75
58,82,23,82,29,8,49
52,78,48,62,48,91,18
55,15,45,43,6,70,90
85,66,75,7,34,8,49
30,44,90,51,37,75,43
58,14,61,8,93,3,33
51,46,95,49,46,61,14
62,83,62,35,97,55,58
59,34,63,22,75,26,8
41,60,83,83,58,26,44
14,23,16,41,73,53,58
95,70,55,23,96,23,20
91,77,22,2,53,15,50
36,95,44,96,26,98,69
28,89,23,43,47,3,34
76,40,4,99,78,63,86
80,43,31,81,4,39,19
14,39,18,99,57,61,67
41,6,97,62,63,13,1
87,19,9,78,89,53,73
72,2,49,23,18,43,32
25,12,67,37,94,56,69
75,4,6,38,41,69,39
74,59,56,24,92,72,65
85,83,11,16,70,85,68
77,18,74,93,37,36,62
85,40,70,27,5,19,86
87,70,92,28,96,93,5
68,95,48,27,89,85,42
18,54,56,89,56,31,61
69,69,41,78,50,52,40
42,42,93,10,25,47,61
90,42,15,76,74,99,21
1,75,13,92,83,36,27
32,73,37,59,86,83,23
16,13,3,40,50,90,53
52,63,62,2,2,53,13
46,20,2,36,63,66,96
96,46,92,90,72,66,76
28,89,95,48,78,11,93
86,67,29,25,8,42,1
23,4,32,8,7,23,28
22,63,58,80,3,99,70
29,80,57,60,79,84,36
95,2,5,36,64,21,28
90,64,83,88,96,18,63
45,82,80,84,80,45,96
62,41,68,27,45,22,38
28,76,53,78,94,37,23
6,58,66,59,70,46,47
76,68,62,89,14,15,56
74,66,80,6,5,31,33
19,28,8,59,49,3,18
16,52,15,37,68,98,60
65,29,81,86,40,19,47
89,24,78,56,31,45,66
71,64,17,22,98,33,28
72,74,12,84,29,32,93
23,3,29,6,74,40,75
52,58,63,96,38,77,57
3,3,13,53,78,91,77
9,44,61,76,36,23,12
42,79,78,59,50,93,81
4,2,85,89,15,79,56
31,28,98,45,91,17,54
67,32,22,28,76,26,98
41,19,72,92,70,66,89
60,99,32,63,28,72,88
83,33,46,23,90,37,77
88,73,75,51,22,24,50
71,43,63,88,78,33,62
87,90,30,78,99,58,54
65,79,15,55,90,99,39
57,26,37,1,68,98,30
82,11,35,69,4,28,33
37,81,3,75,97,88,26
58,38,53,20,71,83,53
61,33,87,63,64,11,85
16,14,43,33,90,66,21
23,26,1,95,41,41,59
9,38,47,64,62,42,34
78,52,10,61,53,18,35
50,53,7,81,36,62,66
87,45,15,71,86,32,90
47,26,59,14,81,23,10
39,9,15,92,80,90,60
96,41,53,64,74,9,12
77,90,6,13,20,28,79
97,4,41,62,17,23,54
90,90,25,73,25,2,20
11,53,50,29,19,52,5
61,91,36,80,91,68,46
3,76,57,12,96,35,78
20,93,14,50,6,87,57
8,23,86,21,13,50,29
92,62,31,32,94,97,35
72,22,86,55,32,96,63
26,95,14,99,1,33,52
49,62,50,45,16,29,74
62,93,83,73,96,27,66
86,22,21,54,68,39,79
98,32,68,88,22,23,48
98,26,19,48,97,63,37
99,24,5,39,15,49,52
21,74,63,80,35,32,44
19,33,99,15,45,84,35
99,4,33,10,68,73,2
54,67,25,53,16,91,86
2,29,96,83,11,67,63
1,20,33,72,75,68,28
49,61,10,87,21,57,64
34,1,74,90,43,7,37
52,43,4,45,46,42,11
40,96,16,65,43,1,80
5,31,69,91,79,44,43
94,13,14,69,75,61,76
14,52,8,25,34,20,45
63,66,54,62,97,17,37
75,3,44,82,69,25,3
51,91,1,69,79,33,64
82,68,71,74,60,97,10
87,34,76,52,22,19,84
52,84,56,42,19,13,70
9,43,60,57,21,9,85
7,81,12,47,23,64,73
5,56,5,27,22,51,19
